product_id,product_name,category,sub_category,brand,cost_price,selling_price
P000344,Auren Makeup 0344,Beauty,Makeup,Auren,26.38,43.26
P000345,Northstar Press Technology 0345,Books,Technology,Northstar Press,13.69,28.48
P000346,PageMint Fiction 0346,Books,Fiction,PageMint,3.49,6.46
P000347,GreenFarm Beverages 0347,Grocery,Beverages,GreenFarm,14.49,33.77
P000348,NorthStitch Women Apparel 0348,Fashion,Women Apparel,NorthStitch,39.94,66.11
P000349,Glowery Fragrance 0349,Beauty,Fragrance,Glowery,43.67,99.68
P000350,ZenByte Laptops 0350,Electronics,Laptops,ZenByte,826.78,1129.59
P000351,BareBloom Skincare 0351,Beauty,Skincare,BareBloom,44.88,92.52
P000352,Walkway Men Apparel 0352,Fashion,Men Apparel,Walkway,79.96,129.04
P000353,BareBloom Fragrance 0353,Beauty,Fragrance,BareBloom,28.69,68.71
P000354,BareBloom Haircare 0354,Beauty,Haircare,BareBloom,35.15,56.86
P000355,Elm & Co Cookware 0355,Home & Kitchen,Cookware,Elm & Co,63.74,106.43
P000356,Citrine Haircare 0356,Beauty,Haircare,Citrine,35.93,88.7
P000357,Inkline Business 0357,Books,Business,Inkline,23.35,46.24
P000358,Northstar Press Children 0358,Books,Children,Northstar Press,22.3,32.05
P000359,Elm & Co Appliances 0359,Home & Kitchen,Appliances,Elm & Co,213.6,431.2
P000360,BareBloom Skincare 0360,Beauty,Skincare,BareBloom,29.96,59.76
P000361,DailyBite Pantry 0361,Grocery,Pantry,DailyBite,13.16,24.62
P000362,ZenByte Cameras 0362,Electronics,Cameras,ZenByte,378.67,586.06
P000363,Aster Audio 0363,Electronics,Audio,Aster,106.09,141.43
P000364,PulseTech Accessories 0364,Electronics,Accessories,PulseTech,43.6,59.57
P000365,MotionLab Cycling 0365,Sports,Cycling,MotionLab,58.43,114.88
P000366,Homely Cookware 0366,Home & Kitchen,Cookware,Homely,61.21,123.15
P000367,PageMint Technology 0367,Books,Technology,PageMint,12.29,21.08
P000368,VoltFit Cycling 0368,Sports,Cycling,VoltFit,292.99,632.12
P000369,Walkway Footwear 0369,Fashion,Footwear,Walkway,57.64,122.76
P000370,BrightPlay Board Games 0370,Toys,Board Games,BrightPlay,40.93,61.09
P000371,PageMint Fiction 0371,Books,Fiction,PageMint,9.55,14.19
P000372,NorthStitch Women Apparel 0372,Fashion,Women Apparel,NorthStitch,26.5,65.47
P000373,Kiva Appliances 0373,Home & Kitchen,Appliances,Kiva,231.81,394.34
P000374,Luma Accessories 0374,Fashion,Accessories,Luma,18.45,42.8
P000375,PulseTech Accessories 0375,Electronics,Accessories,PulseTech,44.85,71.77
P000376,Aster Cameras 0376,Electronics,Cameras,Aster,431.59,597.54
P000377,Freshly Beverages 0377,Grocery,Beverages,Freshly,14.53,24.21
P000378,Kiva Furniture 0378,Home & Kitchen,Furniture,Kiva,502.58,776.85
P000379,Kiva Furniture 0379,Home & Kitchen,Furniture,Kiva,166.1,300.35
P000380,ArenaPro Team Sports 0380,Sports,Team Sports,ArenaPro,31.21,72.27
P000381,BareBloom Fragrance 0381,Beauty,Fragrance,BareBloom,38.3,82.95
P000382,Freshly Pantry 0382,Grocery,Pantry,Freshly,20.94,30.83
P000383,PageMint Business 0383,Books,Business,PageMint,22.45,52.82
P000384,Elm & Co Furniture 0384,Home & Kitchen,Furniture,Elm & Co,424.94,1003.69
P000385,Kiva Appliances 0385,Home & Kitchen,Appliances,Kiva,381.2,565.87
P000386,GreenFarm Pantry 0386,Grocery,Pantry,GreenFarm,9.87,22.33
P000387,Stride Fitness 0387,Sports,Fitness,Stride,107.84,182.12
P000388,HarvestLane Beverages 0388,Grocery,Beverages,HarvestLane,13.01,28.1
P000389,ZenByte Cameras 0389,Electronics,Cameras,ZenByte,270.47,372.57
P000390,PuzzleWorks STEM Toys 0390,Toys,STEM Toys,PuzzleWorks,34.09,60.58
P000391,BareBloom Haircare 0391,Beauty,Haircare,BareBloom,52.4,95.63
P000392,Nexora Phones 0392,Electronics,Phones,Nexora,292.2,468.33
P000393,Auren Haircare 0393,Beauty,Haircare,Auren,49.5,90.29
P000394,TrailPeak Fitness 0394,Sports,Fitness,TrailPeak,130.82,248.76
P000395,Orbit Phones 0395,Electronics,Phones,Orbit,356.6,506.73
P000396,Elm & Co Decor 0396,Home & Kitchen,Decor,Elm & Co,38.44,62.61
P000397,BlueLeaf Technology 0397,Books,Technology,BlueLeaf,12.03,27.04
P000398,Walkway Bags 0398,Fashion,Bags,Walkway,46.7,126.49
P000399,BrightNest Decor 0399,Home & Kitchen,Decor,BrightNest,56.43,112.89
P000400,CraftHaus Decor 0400,Home & Kitchen,Decor,CraftHaus,71.76,126.87
P000401,Luma Women Apparel 0401,Fashion,Women Apparel,Luma,60.43,99.51
P000402,DailyBite Beverages 0402,Grocery,Beverages,DailyBite,9.53,14.27
P000403,Northstar Press Technology 0403,Books,Technology,Northstar Press,12.3,26.58
P000404,ZenByte Phones 0404,Electronics,Phones,ZenByte,231.77,363.66
P000405,Freshly Beverages 0405,Grocery,Beverages,Freshly,13.0,24.26
P000406,Kidora Dolls 0406,Toys,Dolls,Kidora,17.12,39.91
P000407,Walkway Bags 0407,Fashion,Bags,Walkway,69.18,131.55
P000408,BrightPlay Outdoor Toys 0408,Toys,Outdoor Toys,BrightPlay,12.93,26.41
P000409,PulseTech Laptops 0409,Electronics,Laptops,PulseTech,826.03,1113.16
P000410,HarvestLane Pantry 0410,Grocery,Pantry,HarvestLane,12.8,21.83
P000411,VoltFit Fitness 0411,Sports,Fitness,VoltFit,83.62,161.89
P000412,MotionLab Cycling 0412,Sports,Cycling,MotionLab,129.77,203.02
P000413,Orbit Accessories 0413,Electronics,Accessories,Orbit,18.82,26.87
P000414,PuzzleWorks STEM Toys 0414,Toys,STEM Toys,PuzzleWorks,31.35,48.94
P000415,ZenByte Audio 0415,Electronics,Audio,ZenByte,280.09,360.85
P000416,UrbanThread Bags 0416,Fashion,Bags,UrbanThread,70.97,142.59
P000417,Aster Audio 0417,Electronics,Audio,Aster,137.68,177.07
P000418,PageMint Fiction 0418,Books,Fiction,PageMint,12.68,19.33
P000419,Modeva Footwear 0419,Fashion,Footwear,Modeva,78.09,127.17
P000420,HarvestLane Beverages 0420,Grocery,Beverages,HarvestLane,6.48,14.92
P000421,Stride Team Sports 0421,Sports,Team Sports,Stride,41.96,74.78
P000422,Aster Phones 0422,Electronics,Phones,Aster,457.71,597.51
P000423,PulseTech Cameras 0423,Electronics,Cameras,PulseTech,777.46,1230.61
P000424,PulseTech Accessories 0424,Electronics,Accessories,PulseTech,86.59,129.31
P000425,BareBloom Skincare 0425,Beauty,Skincare,BareBloom,39.14,85.96
P000426,Inkline Business 0426,Books,Business,Inkline,27.37,57.97
P000427,Modeva Bags 0427,Fashion,Bags,Modeva,25.38,55.69
P000428,BrightPlay Dolls 0428,Toys,Dolls,BrightPlay,29.88,63.48
P000429,ZenByte Audio 0429,Electronics,Audio,ZenByte,104.66,160.75
P000430,Northstar Press Business 0430,Books,Business,Northstar Press,22.34,40.58
P000431,HarvestLane Organic 0431,Grocery,Organic,HarvestLane,28.94,49.89
P000432,PageMint Business 0432,Books,Business,PageMint,26.06,50.5
P000433,VoltFit Team Sports 0433,Sports,Team Sports,VoltFit,45.64,100.38
P000434,BrightPlay Outdoor Toys 0434,Toys,Outdoor Toys,BrightPlay,51.57,112.94
P000435,Orbit Laptops 0435,Electronics,Laptops,Orbit,1296.92,1849.29
P000436,Walkway Men Apparel 0436,Fashion,Men Apparel,Walkway,67.77,109.65
P000437,Nexora Audio 0437,Electronics,Audio,Nexora,91.54,133.87
P000438,BrightNest Appliances 0438,Home & Kitchen,Appliances,BrightNest,116.09,196.2
P000439,VoltFit Outdoor 0439,Sports,Outdoor,VoltFit,215.85,436.87
P000440,Glowery Makeup 0440,Beauty,Makeup,Glowery,10.01,24.12
P000441,WonderBox Board Games 0441,Toys,Board Games,WonderBox,9.18,18.42
P000442,Aster Laptops 0442,Electronics,Laptops,Aster,722.34,1099.39
P000443,TrailPeak Cycling 0443,Sports,Cycling,TrailPeak,149.02,334.79
P000444,UrbanThread Bags 0444,Fashion,Bags,UrbanThread,57.25,103.28
P000445,Luma Footwear 0445,Fashion,Footwear,Luma,102.46,210.76
P000446,MotionLab Cycling 0446,Sports,Cycling,MotionLab,209.3,328.73
P000447,GreenFarm Pantry 0447,Grocery,Pantry,GreenFarm,21.24,31.66
P000448,Auren Skincare 0448,Beauty,Skincare,Auren,43.58,76.77
P000449,Nexora Cameras 0449,Electronics,Cameras,Nexora,679.59,1134.79
P000450,Citrine Fragrance 0450,Beauty,Fragrance,Citrine,43.89,116.97
P000451,ZenByte Laptops 0451,Electronics,Laptops,ZenByte,523.04,712.55
P000452,PuzzleWorks Dolls 0452,Toys,Dolls,PuzzleWorks,38.37,58.15
P000453,VoltFit Outdoor 0453,Sports,Outdoor,VoltFit,101.84,190.01
P000454,UrbanThread Accessories 0454,Fashion,Accessories,UrbanThread,17.16,40.71
P000455,Nexora Accessories 0455,Electronics,Accessories,Nexora,58.54,77.45
P000456,Modeva Men Apparel 0456,Fashion,Men Apparel,Modeva,63.78,137.15
P000457,HarvestLane Snacks 0457,Grocery,Snacks,HarvestLane,8.75,16.3
P000458,CraftHaus Decor 0458,Home & Kitchen,Decor,CraftHaus,39.14,84.62
P000459,Northstar Press Children 0459,Books,Children,Northstar Press,10.06,18.78
P000460,Citrine Makeup 0460,Beauty,Makeup,Citrine,20.42,33.37
P000461,Silka Skincare 0461,Beauty,Skincare,Silka,59.87,103.88
P000462,Aster Phones 0462,Electronics,Phones,Aster,401.48,653.88
P000463,GreenFarm Pantry 0463,Grocery,Pantry,GreenFarm,11.46,23.2
P000464,Luma Men Apparel 0464,Fashion,Men Apparel,Luma,25.18,50.13
P000465,Silka Makeup 0465,Beauty,Makeup,Silka,10.03,19.62
P000466,Stride Fitness 0466,Sports,Fitness,Stride,36.5,64.78
P000467,TrailPeak Outdoor 0467,Sports,Outdoor,TrailPeak,138.59,305.78
P000468,GreenFarm Beverages 0468,Grocery,Beverages,GreenFarm,19.67,41.66
P000469,Nexora Laptops 0469,Electronics,Laptops,Nexora,943.16,1303.4
P000470,BrightNest Decor 0470,Home & Kitchen,Decor,BrightNest,23.09,51.4
P000471,Elm & Co Storage 0471,Home & Kitchen,Storage,Elm & Co,41.64,62.68
P000472,BrightNest Furniture 0472,Home & Kitchen,Furniture,BrightNest,422.57,950.51
P000473,Aster Accessories 0473,Electronics,Accessories,Aster,110.9,144.12
P000474,Nexora Laptops 0474,Electronics,Laptops,Nexora,723.33,1078.81
P000475,NorthStitch Bags 0475,Fashion,Bags,NorthStitch,59.8,100.91
P000476,Modeva Accessories 0476,Fashion,Accessories,Modeva,19.87,53.97
P000477,Homely Decor 0477,Home & Kitchen,Decor,Homely,51.7,100.41
P000478,Silka Haircare 0478,Beauty,Haircare,Silka,16.07,26.5
P000479,Silka Fragrance 0479,Beauty,Fragrance,Silka,51.74,133.76
P000480,CraftHaus Appliances 0480,Home & Kitchen,Appliances,CraftHaus,149.82,262.66
P000481,CraftHaus Decor 0481,Home & Kitchen,Decor,CraftHaus,19.12,36.54
P000482,Modeva Footwear 0482,Fashion,Footwear,Modeva,46.64,115.68
P000483,BareBloom Haircare 0483,Beauty,Haircare,BareBloom,27.18,59.77
P000484,Modeva Women Apparel 0484,Fashion,Women Apparel,Modeva,61.12,109.45
P000485,Nexora Phones 0485,Electronics,Phones,Nexora,533.78,690.31
P000486,BrightNest Furniture 0486,Home & Kitchen,Furniture,BrightNest,597.97,931.09
P000487,Homely Furniture 0487,Home & Kitchen,Furniture,Homely,322.22,523.49
P000488,Luma Footwear 0488,Fashion,Footwear,Luma,46.68,124.46
P000489,Auren Makeup 0489,Beauty,Makeup,Auren,14.1,25.51
P000490,Auren Skincare 0490,Beauty,Skincare,Auren,42.63,72.91
P000491,ArenaPro Team Sports 0491,Sports,Team Sports,ArenaPro,72.75,115.25
P000492,Stride Team Sports 0492,Sports,Team Sports,Stride,68.45,159.11
P000493,MotionLab Fitness 0493,Sports,Fitness,MotionLab,70.36,106.46
P000494,Walkway Bags 0494,Fashion,Bags,Walkway,55.58,138.68
P000495,Northstar Press Children 0495,Books,Children,Northstar Press,10.31,21.61
P000496,Glowery Haircare 0496,Beauty,Haircare,Glowery,45.89,82.48
P000497,Homely Cookware 0497,Home & Kitchen,Cookware,Homely,55.86,80.7
P000498,Silka Skincare 0498,Beauty,Skincare,Silka,27.77,64.12
P000499,CraftHaus Storage 0499,Home & Kitchen,Storage,CraftHaus,15.79,25.3
P000500,Homely Storage 0500,Home & Kitchen,Storage,Homely,9.59,15.36
P000501,Stride Cycling 0501,Sports,Cycling,Stride,309.19,560.06
P000502,WonderBox STEM Toys 0502,Toys,STEM Toys,WonderBox,29.75,58.23
P000503,DailyBite Snacks 0503,Grocery,Snacks,DailyBite,8.82,15.01
P000504,Elm & Co Storage 0504,Home & Kitchen,Storage,Elm & Co,58.62,132.6
P000505,BareBloom Makeup 0505,Beauty,Makeup,BareBloom,12.96,29.12
P000506,Northstar Press Fiction 0506,Books,Fiction,Northstar Press,8.93,14.09
P000507,NorthStitch Accessories 0507,Fashion,Accessories,NorthStitch,25.53,71.14
P000508,BrightPlay Outdoor Toys 0508,Toys,Outdoor Toys,BrightPlay,34.07,76.99
P000509,CraftHaus Furniture 0509,Home & Kitchen,Furniture,CraftHaus,523.57,1094.17
P000510,Aster Phones 0510,Electronics,Phones,Aster,463.35,681.8
P000511,PulseTech Accessories 0511,Electronics,Accessories,PulseTech,54.57,73.22
P000512,BrightPlay Board Games 0512,Toys,Board Games,BrightPlay,25.01,40.79
P000513,Orbit Laptops 0513,Electronics,Laptops,Orbit,756.94,1091.4
P000514,UrbanThread Bags 0514,Fashion,Bags,UrbanThread,35.71,96.86
P000515,Walkway Footwear 0515,Fashion,Footwear,Walkway,56.93,104.38
P000516,UrbanThread Men Apparel 0516,Fashion,Men Apparel,UrbanThread,75.55,131.26
P000517,UrbanThread Men Apparel 0517,Fashion,Men Apparel,UrbanThread,11.9,32.59
P000518,Stride Team Sports 0518,Sports,Team Sports,Stride,40.65,70.87
P000519,PulseTech Cameras 0519,Electronics,Cameras,PulseTech,643.31,949.15
P000520,Inkline Fiction 0520,Books,Fiction,Inkline,17.13,37.08
P000521,PuzzleWorks Dolls 0521,Toys,Dolls,PuzzleWorks,12.03,21.73
P000522,Elm & Co Cookware 0522,Home & Kitchen,Cookware,Elm & Co,76.16,124.47
P000523,Nexora Cameras 0523,Electronics,Cameras,Nexora,417.96,639.75
P000524,Auren Makeup 0524,Beauty,Makeup,Auren,18.83,42.96
P000525,Nexora Cameras 0525,Electronics,Cameras,Nexora,347.49,532.14
P000526,Homely Cookware 0526,Home & Kitchen,Cookware,Homely,94.74,160.96
P000527,Freshly Organic 0527,Grocery,Organic,Freshly,26.96,41.01
P000528,Freshly Pantry 0528,Grocery,Pantry,Freshly,5.35,12.67
P000529,PageMint Fiction 0529,Books,Fiction,PageMint,18.37,26.38
P000530,UrbanThread Women Apparel 0530,Fashion,Women Apparel,UrbanThread,51.24,138.72
P000531,MotionLab Cycling 0531,Sports,Cycling,MotionLab,291.4,559.76
P000532,VoltFit Team Sports 0532,Sports,Team Sports,VoltFit,78.79,112.95
P000533,CraftHaus Appliances 0533,Home & Kitchen,Appliances,CraftHaus,91.42,201.05
P000534,MotionLab Outdoor 0534,Sports,Outdoor,MotionLab,181.5,282.78
P000535,ZenByte Cameras 0535,Electronics,Cameras,ZenByte,795.38,1073.16
P000536,Modeva Women Apparel 0536,Fashion,Women Apparel,Modeva,48.23,112.08
P000537,BareBloom Fragrance 0537,Beauty,Fragrance,BareBloom,77.83,145.71
P000538,Luma Accessories 0538,Fashion,Accessories,Luma,19.47,39.33
P000539,NorthStitch Accessories 0539,Fashion,Accessories,NorthStitch,9.84,23.78
P000540,Kidora Outdoor Toys 0540,Toys,Outdoor Toys,Kidora,27.38,40.22
P000541,Freshly Snacks 0541,Grocery,Snacks,Freshly,6.81,10.74
P000542,Glowery Fragrance 0542,Beauty,Fragrance,Glowery,75.61,138.49
P000543,BrightPlay STEM Toys 0543,Toys,STEM Toys,BrightPlay,45.93,76.95
P000544,GreenFarm Beverages 0544,Grocery,Beverages,GreenFarm,23.58,37.96
P000545,PulseTech Accessories 0545,Electronics,Accessories,PulseTech,49.35,68.59
P000546,Elm & Co Cookware 0546,Home & Kitchen,Cookware,Elm & Co,69.07,113.97
P000547,BrightNest Decor 0547,Home & Kitchen,Decor,BrightNest,79.17,113.21
P000548,Aster Audio 0548,Electronics,Audio,Aster,99.9,145.22
P000549,Northstar Press Business 0549,Books,Business,Northstar Press,15.17,34.97
P000550,BrightNest Decor 0550,Home & Kitchen,Decor,BrightNest,54.1,92.66
P000551,Kiva Furniture 0551,Home & Kitchen,Furniture,Kiva,435.57,726.4
P000552,ZenByte Laptops 0552,Electronics,Laptops,ZenByte,924.5,1344.72
P000553,Walkway Men Apparel 0553,Fashion,Men Apparel,Walkway,20.39,48.12
P000554,Kidora Outdoor Toys 0554,Toys,Outdoor Toys,Kidora,80.82,132.47
P000555,Aster Laptops 0555,Electronics,Laptops,Aster,816.93,1308.46
P000556,Walkway Men Apparel 0556,Fashion,Men Apparel,Walkway,63.98,125.39
P000557,NorthStitch Accessories 0557,Fashion,Accessories,NorthStitch,16.95,36.03
P000558,Elm & Co Appliances 0558,Home & Kitchen,Appliances,Elm & Co,222.62,393.65
P000559,BareBloom Makeup 0559,Beauty,Makeup,BareBloom,7.26,18.68
P000560,Homely Furniture 0560,Home & Kitchen,Furniture,Homely,336.19,491.24
P000561,PulseTech Laptops 0561,Electronics,Laptops,PulseTech,586.77,976.08
P000562,Modeva Women Apparel 0562,Fashion,Women Apparel,Modeva,68.25,150.49
P000563,PuzzleWorks Outdoor Toys 0563,Toys,Outdoor Toys,PuzzleWorks,54.47,120.77
P000564,Silka Fragrance 0564,Beauty,Fragrance,Silka,70.35,153.41
P000565,VoltFit Fitness 0565,Sports,Fitness,VoltFit,183.66,275.18
P000566,MotionLab Team Sports 0566,Sports,Team Sports,MotionLab,51.48,107.41
P000567,BlueLeaf Technology 0567,Books,Technology,BlueLeaf,17.36,40.43
P000568,ZenByte Cameras 0568,Electronics,Cameras,ZenByte,878.71,1178.17
P000569,CraftHaus Storage 0569,Home & Kitchen,Storage,CraftHaus,18.98,27.77
P000570,Citrine Haircare 0570,Beauty,Haircare,Citrine,28.14,53.77
P000571,NorthStitch Accessories 0571,Fashion,Accessories,NorthStitch,15.08,39.45
P000572,BrightPlay Board Games 0572,Toys,Board Games,BrightPlay,21.22,32.44
P000573,Homely Furniture 0573,Home & Kitchen,Furniture,Homely,230.81,402.38
P000574,PageMint Children 0574,Books,Children,PageMint,6.89,11.93
P000575,WonderBox Outdoor Toys 0575,Toys,Outdoor Toys,WonderBox,66.5,98.46
P000576,Homely Decor 0576,Home & Kitchen,Decor,Homely,94.32,140.21
P000577,PuzzleWorks Outdoor Toys 0577,Toys,Outdoor Toys,PuzzleWorks,58.78,99.02
P000578,Silka Haircare 0578,Beauty,Haircare,Silka,22.77,64.25
P000579,PuzzleWorks STEM Toys 0579,Toys,STEM Toys,PuzzleWorks,43.75,68.48
P000580,Modeva Men Apparel 0580,Fashion,Men Apparel,Modeva,13.92,28.54
P000581,BrightNest Furniture 0581,Home & Kitchen,Furniture,BrightNest,272.08,528.18
P000582,BareBloom Fragrance 0582,Beauty,Fragrance,BareBloom,40.46,89.65
P000583,Orbit Phones 0583,Electronics,Phones,Orbit,300.81,467.15
P000584,CraftHaus Appliances 0584,Home & Kitchen,Appliances,CraftHaus,179.5,320.65
P000585,DailyBite Pantry 0585,Grocery,Pantry,DailyBite,18.71,37.44
P000586,Silka Haircare 0586,Beauty,Haircare,Silka,7.39,17.55
P000587,NorthStitch Women Apparel 0587,Fashion,Women Apparel,NorthStitch,21.01,40.66
P000588,Walkway Bags 0588,Fashion,Bags,Walkway,97.97,200.16
P000589,Walkway Bags 0589,Fashion,Bags,Walkway,48.73,134.94
P000590,Aster Cameras 0590,Electronics,Cameras,Aster,634.48,814.37
P000591,Freshly Beverages 0591,Grocery,Beverages,Freshly,17.43,27.65
P000592,Elm & Co Decor 0592,Home & Kitchen,Decor,Elm & Co,52.7,88.79
P000593,Walkway Women Apparel 0593,Fashion,Women Apparel,Walkway,60.97,159.19
P000594,Citrine Skincare 0594,Beauty,Skincare,Citrine,11.27,19.58
P000595,Aster Laptops 0595,Electronics,Laptops,Aster,544.71,937.89
P000596,NorthStitch Bags 0596,Fashion,Bags,NorthStitch,49.62,125.69
P000597,MotionLab Fitness 0597,Sports,Fitness,MotionLab,89.62,141.15
P000598,Citrine Haircare 0598,Beauty,Haircare,Citrine,23.6,61.53
P000599,HarvestLane Snacks 0599,Grocery,Snacks,HarvestLane,12.1,27.2
P000600,Auren Makeup 0600,Beauty,Makeup,Auren,47.31,77.98
P000601,BrightNest Decor 0601,Home & Kitchen,Decor,BrightNest,55.88,102.0
P000602,BlueLeaf Technology 0602,Books,Technology,BlueLeaf,8.7,18.89
P000603,Kidora Board Games 0603,Toys,Board Games,Kidora,19.67,32.43
P000604,TrailPeak Fitness 0604,Sports,Fitness,TrailPeak,168.22,259.04
P000605,HarvestLane Organic 0605,Grocery,Organic,HarvestLane,22.33,45.03
P000606,Northstar Press Fiction 0606,Books,Fiction,Northstar Press,9.66,14.61
P000607,PuzzleWorks Dolls 0607,Toys,Dolls,PuzzleWorks,56.1,84.28
P000608,Orbit Accessories 0608,Electronics,Accessories,Orbit,45.69,59.62
P000609,MotionLab Cycling 0609,Sports,Cycling,MotionLab,217.19,376.47
P000610,CraftHaus Furniture 0610,Home & Kitchen,Furniture,CraftHaus,215.71,442.42
P000611,Glowery Fragrance 0611,Beauty,Fragrance,Glowery,51.14,86.73
P000612,ArenaPro Team Sports 0612,Sports,Team Sports,ArenaPro,55.92,103.55
P000613,HarvestLane Pantry 0613,Grocery,Pantry,HarvestLane,9.37,14.4
P000614,Freshly Beverages 0614,Grocery,Beverages,Freshly,20.95,33.11
P000615,NorthStitch Accessories 0615,Fashion,Accessories,NorthStitch,28.04,65.43
P000616,Stride Cycling 0616,Sports,Cycling,Stride,348.63,541.64
P000617,ArenaPro Fitness 0617,Sports,Fitness,ArenaPro,170.4,244.1
P000618,NorthStitch Men Apparel 0618,Fashion,Men Apparel,NorthStitch,67.94,123.29
P000619,PulseTech Phones 0619,Electronics,Phones,PulseTech,649.33,985.5
P000620,PulseTech Audio 0620,Electronics,Audio,PulseTech,71.73,114.74
P000621,BlueLeaf Business 0621,Books,Business,BlueLeaf,15.57,29.36
P000622,CraftHaus Decor 0622,Home & Kitchen,Decor,CraftHaus,53.95,83.56
P000623,GreenFarm Beverages 0623,Grocery,Beverages,GreenFarm,6.97,11.99
P000624,BrightNest Furniture 0624,Home & Kitchen,Furniture,BrightNest,351.09,643.93
P000625,HarvestLane Beverages 0625,Grocery,Beverages,HarvestLane,14.64,25.12
P000626,BrightNest Furniture 0626,Home & Kitchen,Furniture,BrightNest,356.62,549.49
P000627,Inkline Technology 0627,Books,Technology,Inkline,22.32,34.65
P000628,Orbit Audio 0628,Electronics,Audio,Orbit,91.23,130.98
P000629,BareBloom Haircare 0629,Beauty,Haircare,BareBloom,28.18,68.0
P000630,Inkline Technology 0630,Books,Technology,Inkline,17.78,31.57
P000631,GreenFarm Pantry 0631,Grocery,Pantry,GreenFarm,12.24,18.4
P000632,BlueLeaf Fiction 0632,Books,Fiction,BlueLeaf,14.05,30.12
P000633,Orbit Accessories 0633,Electronics,Accessories,Orbit,19.67,29.87
P000634,Elm & Co Appliances 0634,Home & Kitchen,Appliances,Elm & Co,215.2,378.1
P000635,Nexora Phones 0635,Electronics,Phones,Nexora,618.08,856.17
P000636,PulseTech Phones 0636,Electronics,Phones,PulseTech,588.29,939.78
P000637,VoltFit Outdoor 0637,Sports,Outdoor,VoltFit,206.68,298.6
P000638,TrailPeak Fitness 0638,Sports,Fitness,TrailPeak,52.1,113.5
P000639,BlueLeaf Fiction 0639,Books,Fiction,BlueLeaf,8.54,15.22
P000640,PuzzleWorks Dolls 0640,Toys,Dolls,PuzzleWorks,8.44,14.65
P000641,MotionLab Team Sports 0641,Sports,Team Sports,MotionLab,75.93,146.17
P000642,Northstar Press Technology 0642,Books,Technology,Northstar Press,17.49,27.88
P000643,ZenByte Accessories 0643,Electronics,Accessories,ZenByte,32.17,48.84
P000644,Luma Footwear 0644,Fashion,Footwear,Luma,17.97,41.73
P000645,Auren Skincare 0645,Beauty,Skincare,Auren,19.87,46.92
P000646,WonderBox Dolls 0646,Toys,Dolls,WonderBox,19.16,33.71
P000647,ZenByte Laptops 0647,Electronics,Laptops,ZenByte,772.28,1290.09
P000648,Elm & Co Furniture 0648,Home & Kitchen,Furniture,Elm & Co,231.11,364.44
P000649,TrailPeak Cycling 0649,Sports,Cycling,TrailPeak,276.58,578.91
P000650,Aster Cameras 0650,Electronics,Cameras,Aster,406.45,692.9
P000651,CraftHaus Appliances 0651,Home & Kitchen,Appliances,CraftHaus,257.84,393.97
P000652,BrightPlay STEM Toys 0652,Toys,STEM Toys,BrightPlay,62.52,97.18
P000653,Stride Cycling 0653,Sports,Cycling,Stride,317.58,521.68
P000654,NorthStitch Footwear 0654,Fashion,Footwear,NorthStitch,90.61,151.48
P000655,BrightPlay Dolls 0655,Toys,Dolls,BrightPlay,18.45,41.91
P000656,Luma Footwear 0656,Fashion,Footwear,Luma,65.39,122.83
P000657,PuzzleWorks STEM Toys 0657,Toys,STEM Toys,PuzzleWorks,56.27,120.93
P000658,Walkway Women Apparel 0658,Fashion,Women Apparel,Walkway,60.17,165.67
P000659,Silka Skincare 0659,Beauty,Skincare,Silka,25.25,48.08
P000660,BrightNest Decor 0660,Home & Kitchen,Decor,BrightNest,28.75,62.79
P000661,UrbanThread Footwear 0661,Fashion,Footwear,UrbanThread,39.97,76.55
P000662,WonderBox STEM Toys 0662,Toys,STEM Toys,WonderBox,27.13,44.21
P000663,Walkway Women Apparel 0663,Fashion,Women Apparel,Walkway,66.31,110.07
P000664,Nexora Audio 0664,Electronics,Audio,Nexora,187.01,314.29
P000665,Walkway Footwear 0665,Fashion,Footwear,Walkway,138.98,240.21
P000666,MotionLab Fitness 0666,Sports,Fitness,MotionLab,95.98,184.96
P000667,Inkline Technology 0667,Books,Technology,Inkline,37.23,53.22
P000668,HarvestLane Pantry 0668,Grocery,Pantry,HarvestLane,5.38,9.17
P000669,UrbanThread Bags 0669,Fashion,Bags,UrbanThread,48.77,111.15
P000670,Kiva Decor 0670,Home & Kitchen,Decor,Kiva,25.52,54.72
P000671,Aster Phones 0671,Electronics,Phones,Aster,659.37,917.45
P000672,Glowery Makeup 0672,Beauty,Makeup,Glowery,7.89,15.75
P000673,HarvestLane Organic 0673,Grocery,Organic,HarvestLane,19.9,36.73
P000674,Stride Fitness 0674,Sports,Fitness,Stride,73.81,120.97
P000675,Glowery Haircare 0675,Beauty,Haircare,Glowery,57.0,92.72
P000676,Kiva Appliances 0676,Home & Kitchen,Appliances,Kiva,141.4,293.6
P000677,GreenFarm Snacks 0677,Grocery,Snacks,Private Label,10.31,21.39
P000678,BrightNest Appliances 0678,Home & Kitchen,Appliances,BrightNest,190.73,292.8
P000679,ZenByte Cameras 0679,Electronics,Cameras,ZenByte,571.11,804.42
P000680,CraftHaus Decor 0680,Home & Kitchen,Decor,CraftHaus,31.5,72.79
P000681,ZenByte Phones 0681,Electronics,Phones,ZenByte,402.2,602.42
P000682,Modeva Bags 0682,Fashion,Bags,Modeva,53.26,104.69
P000683,Nexora Accessories 0683,Electronics,Accessories,Nexora,27.32,37.25
